  PID TTY      STAT   TIME COMMAND
12310 tty1     SNl+   0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10988961509624724704 --renderer-client-id=29 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12310 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10988961509624724704 --renderer-client-id=29 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:02 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     SNl+   0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12485 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10858827451922854162 --renderer-client-id=31 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     SNl+   0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12533 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17142915770749655356 --renderer-client-id=35 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     SNl+   0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12628 tty1     Sl+    0:00 /opt/google/chrome/chrome --type=renderer --field-trial-handle=2393998406115597097,8236800267276564349,131072 --lang=en-US --enable-auto-reload --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7508782703432335892 --renderer-client-id=36 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
12650 pts/2    R+     0:00 ps xH
